"key","p0.X","p0.Y","p1.X","p1.Y","p2.X","p2.Y","p3.X","p3.Y"
"0horiz","72.50399780273438","652.0599975585938","539.6199951171875","652.0599975585938","539.6199951171875","652.5399780273438","72.50399780273438","652.5399780273438"
"1horiz","72.50399780273438","624.5800170898438","539.6199951171875","624.5800170898438","539.6199951171875","625.0599975585938","72.50399780273438","625.0599975585938"
"2horiz","72.50399780273438","597.5800170898438","539.614013671875","597.5800170898438","539.614013671875","598.0599975585938","72.50399780273438","598.0599975585938"
"key","p0.X","p0.Y","p1.X","p1.Y","p2.X","p2.Y","p3.X","p3.Y"
"0vert","72.02400207519531","598.0599975585938","72.5040054321289","598.0599975585938","72.5040054321289","652.0599975585938","72.02400207519531","652.0599975585938"
"1vert","305.80999755859375","625.0599975585938","306.28997802734375","625.0599975585938","306.28997802734375","652.0599975585938","305.80999755859375","652.0599975585938"
"2vert","539.6199951171875","598.0599975585938","540.0999755859375","598.0599975585938","540.0999755859375","652.0599975585938","539.6199951171875","652.0599975585938"
